Seq,DateListed,年度,類別,項目別,總計,未滿1年,年資1年_未滿3年,年資3年_未滿5年,年資5年_未滿7年,年資7年_未滿9年,年資9年_未滿12年,年資12年_未滿15年,年資15年及以上,平均年資_年,樣本數_人,母體數_人
118,"20230401","108","婚姻狀況","未婚","100","25.2150622341264","29.9333018223833","16.8271099206974","10.911454230345","4.13187332598078","5.72685258127199","1.61677432907936","5.63757155611575","4.03803306023844","10364.1211785571","95205"
119,"20230401","108","婚姻狀況","有配偶","100","12.4140707022367","15.7505203058397","11.1009708665828","10.7568826909736","6.22085452582609","10.7077272373151","4.25370891809774","28.7952647531283","10.0940703219775","14671.2641052692","134776.5"
120,"20230401","108","婚姻狀況","離婚或分居","100","18.2682520588507","18.2196724345332","12.7729712223559","12.4028407513649","4.99907467382252","9.30993800314611","3.34968076246877","20.6775700934579","7.86840261713087","2350.99905936691","21614"
121,"20230401","108","婚姻狀況","喪偶","100","13.7229174000704","12.6828175504848","9.48571062822031","9.9753576343329","4.44202643453772","11.3994943514577","6.78785163375684","31.5038243671392","11.8304850598991","849.803771390404","7811.75"
122,"20230401","108","個人每月收入","未滿1萬元","100","34.8419383917193","21.9265798389854","7.3047154269373","7.71191445711977","2.71362407136862","5.60131795716639","2.08883777314973","17.8110720835535","6.87047729321439","873.688742621998","8042.75"
123,"20230401","108","個人每月收入","1萬元 ~ 未滿2萬元","100","27.1530675663678","18.1301607031874","10.0850128740123","8.26267424309687","3.29286158217171","7.33596732664477","2.71797034537867","23.0222853591406","8.56259849729201","2455.70543576415","22526"
124,"20230401","108","個人每月收入","2萬元 ~ 未滿3萬元","100","22.120248514997","25.8317066515543","14.2956467896648","9.95686669605189","4.16299351426233","7.8791742753395","2.47491761643893","13.2784459416913","6.11338592937752","10374.1187425828","95286"
125,"20230401","108","個人每月收入","3萬元 ~ 未滿4萬元","100","13.9992074461402","20.4862285712445","14.2959318790292","12.9949837139847","6.63006743151336","9.10083798072741","3.44470970298561","19.0480332743751","7.63340155417879","8442.64490412077","77597.25"
126,"20230401","108","個人每月收入","4萬元 ~ 未滿5萬元","100","9.81352304399378","16.5403982076038","12.8416562726167","11.8984924777875","6.4512403566314","10.7151106388876","5.43416331747278","26.3054156850064","9.48805005055872","3532.89321134738","32470.5"
127,"20230401","108","個人每月收入","5萬元 ~ 未滿6萬元","100","8.79671920856737","12.9365804357544","11.459446852345","10.0678315290276","6.90754309925949","12.0133719461235","5.0825056850207","32.736001243902","10.9884582742156","1400.69798474243","12862.75"
128,"20230401","108","個人每月收入","6萬元 ~ 未滿7萬元","100","4.45436073150325","10.2673413283398","11.2833180604805","12.2196103430416","7.362843141161","10.7534164707757","2.82879796007809","40.8303119646201","12.6632501958909","683.528056608986","6274.75"
129,"20230401","108","個人每月收入","7萬元及以上","100","6.92391741905803","14.2043820806257","12.8241992063948","8.46512162861579","5.26194720800506","9.53476335614469","2.74311346253379","40.0425556386221","12.7659823259915","472.911036795234","4347.25"
130,"20230401","109","總計","-","100","16.9733289280303","20.7163174704446","13.3529103482848","10.637003026747","6.16096825523415","9.35756629791242","3.47060029849726","19.3313053748495","7.74837522801875","28154.6141611707","263319"
131,"20230401","109","性別","男","100","16.3466038715882","19.8123856317715","13.1386955093321","10.5241712719858","6.16326598035023","9.42917291466685","3.37272708918749","21.2129777311179","8.15454432271677","14563.8588107451","136210.25"
132,"20230401","109","性別","女","100","17.6449300303874","21.6849744805137","13.5824638351018","10.7579139909723","6.15850600371729","9.28083235811854","3.57548162498648","17.3148976762025","7.31312278527899","13590.7553504259","127108.75"
133,"20230401","109","年齡","15 ~ 24歲","100","41.6518700956527","39.3738800291295","12.2163763265774","4.91109783738228","1.44419988053644","0.402575830721773","0","0","1.57788792245233","3267.34120996124","30553.25"
134,"20230401","109","年齡","15 ~ 19歲","100","56.0469386125968","35.3875628642133","5.82741278837711","2.59040472579229","0.147681009020516","0","0","0","1.01681035629707","669.811245609987","6263.5"
135,"20230401","109","年齡","20 ~ 24歲","100","37.9398717566052","40.4018155806462","13.8638726211674","5.50952562294795","1.77852797990922","0.506386438724153","0","0","1.72257073456911","2597.52996435124","24289.75"
136,"20230401","109","年齡","25 ~ 34歲","100","20.1354200952715","29.2180429915399","20.2432063890506","13.933367815302","6.97391788709928","6.91315245973386","1.55783747418374","1.02505488781906","3.66204656512571","7389.81806207189","69118.25"
137,"20230401","109","年齡","25 ~ 29歲","100","22.9148666162653","33.8967491089751","21.4169996759909","13.054865536235","5.16051949454585","2.8904309320661","0.60144184037153","0.0641267955502754","2.91258055225546","3959.54387899651","37036"
138,"20230401","109","年齡","30 ~ 34歲","100","16.9268053206991","23.8169081033905","18.8881702499045","14.9475177083902","9.06731915623125","11.5570136134467","2.66190806442815","2.13435778350957","4.52723598459169","3430.2741830754","32082.25"
139,"20230401","109","年齡","35 ~ 44歲","100","13.1359815132077","16.5685702798735","13.7122449644861","13.0979502986356","8.00176754597249","13.6119149984244","5.6025412095375","16.2690291898627","7.23711677514618","7379.88080342628","69022.25"
140,"20230401","109","年齡","35 ~ 39歲","100","14.179311917778","17.1870879453754","15.0253380184315","13.778750276188","7.67980727425643","14.817217023157","6.19801429762728","11.1344732471864","6.43531262101784","3750.50057595734","35075.75"
141,"20230401","109","年齡","40 ~ 44歲","100","12.0579441179503","15.9294772656975","12.3554711089509","12.394503115196","8.33443801275537","12.3665179031712","4.98725936399923","21.5743891122796","8.06559340923708","3629.38022746898","33946.5"
142,"20230401","109","年齡","45 ~ 54歲","100","9.77709399581134","12.0350566713948","9.40180441365449","8.98605114432197","5.87257051130982","11.6931162819652","4.86453557914208","37.3697714024003","11.4953592745587","6011.66885160843","56223.25"
143,"20230401","109","年齡","45 ~ 49歲","100","10.0435034073478","12.6185027786858","10.3980687504715","10.2865860302931","6.39642584722676","11.7341849607296","5.7484849246863","32.7742433005591","10.4844280433525","3189.10031969614","29825.25"
144,"20230401","109","年齡","50 ~ 54歲","100","9.47609667399045","11.3758618077127","8.27619516630048","7.51666792938859","5.28070308356694","11.6467156602773","3.86582316842185","42.5619365103417","12.6375396179003","2822.56853191234","26398"
145,"20230401","109","年齡","55 ~ 64歲","100","9.16560312341884","10.6495291461195","7.06394097523769","7.49590315589153","5.61852906304986","10.0491621293017","3.85292140855919","46.1044109984217","14.767859974777","3539.77335837998","33104.75"
146,"20230401","109","年齡","55 ~ 59歲","100","8.66170564611387","10.7677769903142","7.56673753838885","8.25891802504134","6.02763997165131","10.2374202693125","4.18379399952752","44.2960075596504","13.8898436884794","2263.01891551578","21165"
147,"20230401","109","年齡","60 ~ 64歲","100","10.0588370778283","10.439917083691","6.17265855650244","6.14334470989761","4.89331853682028","9.71544630331456","3.26640005025231","49.3100776816935","16.3242757037068","1276.75444286419","11939.75"
148,"20230401","109","年齡","65歲及以上","100","8.54688753598565","11.269998584171","6.56000755108783","5.73882674972863","5.22440889140592","8.3581103402709","3.48293926093728","50.8188210864128","19.6811002564224","566.131875723571","5297.25"
149,"20230401","109","教育程度","小學及以下","100","11.6932127995408","10.3902998995552","6.5992251399053","7.40278375663653","6.3280241067585","9.68431625771273","2.59865116946477","45.3034868704262","15.5684674989238","1865.26762586393","17422.5"
150,"20230401","109","教育程度","國(初)中","100","15.0377076186014","15.7384597558702","10.8216079515972","9.15612515805966","5.54556400219646","11.7535931808908","4.08360663170463","27.8633357010796","9.71408540343207","5305.71094317967","49625.25"
151,"20230401","109","教育程度","高級中等(高中、高職)","100","17.5772998727605","21.4964765406854","13.7496156567083","11.9127671967063","6.40897125987106","9.18199248561994","3.46896381048564","16.2039131771629","6.87883437116438","10690.1058773228","100008.25"
152,"20230401","109","教育程度","專科","100","14.6090819439452","19.7906010082856","13.233979410328","9.48931346254873","6.08104994424014","10.540916673579","3.72346798647017","22.531589570603","8.41816972501022","2902.53826469437","27125.25"
153,"20230401","109","教育程度","大學及以上","100","19.7471714078054","26.1261033227144","16.3445440443173","11.119829615514","6.2332083413186","7.34511898347863","3.1534870602529","9.93053722459872","5.36181361364329","7390.99145011046","69137.75"
154,"20230401","109","婚姻狀況","未婚","100","23.6574349251253","29.4139185871247","16.8197766425152","10.6871013936644","5.35145072015609","6.02633842696742","2.1061712975851","5.93780800686173","4.24641092326612","10659.0789553994","99683.25"
155,"20230401","109","婚姻狀況","有配偶","100","12.3651388351302","14.9139256013558","11.4249155414927","10.4550049416212","6.41133078047552","11.716339667878","4.47038221467305","28.2429624173735","10.0462837004163","14225.1221130596","133053.5"
156,"20230401","109","婚姻狀況","離婚或分居","100","16.9348319583633","19.2270638392116","11.0370411383644","12.2196999058745","7.51121200376502","9.32949449089198","3.05630917446432","20.6843474890648","7.90153184578188","2413.76795345226","22576.25"
157,"20230401","109","婚姻狀況","喪偶","100","10.4421683737197","13.0527104671496","8.75905570821884","8.57481888583562","8.2719210592056","11.7130901823632","5.01186610042468","34.1743692230827","12.7302283703889","856.645139259946","8006"
158,"20230401","109","個人每月收入","未滿1萬元","100","29.2552517548083","20.0745001647113","9.90801510275448","6.99896105212478","4.81970453336036","6.67460659351798","2.08042976965765","20.1885310290652","8.12836285465711","1054.9961350484","9865.75"
159,"20230401","109","個人每月收入","1萬元 ~ 未滿2萬元","100","31.151200234192","16.8203551912568","9.54942427790789","7.25141491022639","4.90095628415301","6.14144223263076","2.37973263075722","21.8054742388759","8.17911929970076","2190.44149810612","20496"
160,"20230401","109","個人每月收入","2萬元 ~ 未滿3萬元","100","20.6113760038734","24.92790004947","14.4952477185892","10.2950308924606","5.45644005178566","8.05519593293126","2.69269632763902","13.4661130232509","6.20907976956083","10160.7622779921","95007"
161,"20230401","109","個人每月收入","3萬元 ~ 未滿4萬元","100","13.4296750475603","21.0653504036197","14.6958069823641","12.2586636845082","7.0430999023086","10.4520155277906","3.71677207054347","17.338616381305","7.39156495835262","8318.06187648028","77796"
162,"20230401","109","個人每月收入","4萬元 ~ 未滿5萬元","100","10.4314134565234","16.2849266075553","12.3284405036882","11.2450637061322","6.59563370836748","11.8485954846882","5.17547127635795","26.0904552566873","9.54826081017312","3586.81547194956","33552.5"
163,"20230401","109","個人每月收入","5萬元 ~ 未滿6萬元","100","7.37313740300762","12.880244455126","11.788436448534","10.3017922131429","7.43665453546659","12.3738240747099","5.55174071276523","32.2941701572478","11.0932113918835","1556.95944560625","14563"
164,"20230401","109","個人每月收入","6萬元 ~ 未滿7萬元","100","6.63422546634225","13.9659367396594","8.59691808596918","11.6869424168694","8.33333333333333","8.56853203568532","4.77291159772912","37.441200324412","11.8229487699378","659.105007498412","6165"
165,"20230401","109","個人每月收入","7萬元及以上","100","6.98446477974037","14.4711640774633","10.8703979570121","8.86997233453926","4.59672270695893","10.7767610129815","2.66865290487338","40.7618642264312","12.3797616514152","627.4724484901","5873.75"
166,"20230401","110","總計","-","99.9999999999981","17.3419048807886","20.9363375358878","13.3854699787789","10.9071276994131","5.46523530146039","9.26513543877147","3.20584196729491","19.492947197603","7.64197696916725","21074.7637846523","267033.333333339"
167,"20230401","110","性別","男","99.9999999999997","16.4590710772168","19.2562333063414","13.2606567481659","10.8347735705394","5.85151255121401","9.52200239300947","3.40000725154396","21.4157431019688","8.15595432333021","10883.5891028995","137901.666666667"
168,"20230401","110","性別","女","100.000000000001","18.2846964984062","22.7305463415895","13.5187599220435","10.9843957717576","5.05272396391284","8.99082331986739","2.99848991339591","17.4395642690279","7.09309275201458","10191.1746817527","129131.666666666"
169,"20230401","110","年齡","15 ~ 24歲","100","44.5563916653324","37.3859243841632","11.5013380297797","4.74600306488873","0.904599620319755","0.177260355435603","0","0.728482880080511","1.59429393197777","2301.1906596418","29147.3333333333"
170,"20230401","110","年齡","15 ~ 19歲","100","63.4752803113926","29.4428629524197","5.78632428978098","0.824957880671586","0","0","0","0.4705745657352","0.926397683921067","452.961113586175","5737.66666666666"
171,"20230401","110","年齡","20 ~ 24歲","99.9999999999998","39.9194065129789","39.3327542752993","12.9020774893562","5.70704409859174","1.12631533981688","0.220706545728972","0","0.791695738227796","1.75799408601385","1848.22954605563","23409.6666666667"
172,"20230401","110","年齡","25 ~ 34歲","99.9999999999998","18.993784155855","30.2073338617495","19.824880990456","14.3024673332128","7.03303528801003","6.87914563430811","1.36414834591798","1.39520439049036","3.71857699967707","5674.13600299047","71913.0000000001"
173,"20230401","110","年齡","25 ~ 29歲","100","21.8355693632088","34.311054029193","21.6012635159763","12.421681101064","5.15472863911694","3.22213929916519","0.572747626568549","0.880816425707693","3.04117708315256","3030.49539178005","38411.3333333332"
174,"20230401","110","年齡","30 ~ 34歲","100","15.7355355454953","25.502213820208","17.7881697427989","16.4588826426546","9.18660763146115","11.0720859658724","2.27152877966271","1.98497587184718","4.49524982173359","2643.64061121035","33501.6666666666"
175,"20230401","110","年齡","35 ~ 44歲","99.9999999999999","13.0418016350455","17.809559617461","13.9668170600031","12.766562548203","7.29889711553293","12.3838307882153","5.38331019589696","17.3492210396421","7.16295985654788","5458.42333262077","69152"
176,"20230401","110","年齡","35 ~ 39歲","99.9999999999997","14.0187817895783","20.4418449778498","14.7744930557566","13.4802289332213","7.30906950034261","13.8112748646379","5.59979152792656","10.5645153506867","6.16121920774177","2726.16059186048","34537.0000000001"
177,"20230401","110","年齡","40 ~ 44歲","100","12.0670229669219","15.1832057393231","13.1609610477154","12.0545043093071","7.2887476527517","10.959603254851","5.16731667388897","24.118638355241","8.16244322467781","2732.26274076031","34615"
178,"20230401","110","年齡","45 ~ 54歲","99.9999999999991","11.140252059424","11.7668802365696","9.47276397005319","9.79194536365549","4.71320613016025","12.4580487690393","4.70440517261608","35.9524982984812","11.1445591502577","4483.16567364434","56812.0000000005"
179,"20230401","110","年齡","45 ~ 49歲","100.000000000001","11.0481302478898","12.0169714247534","10.6271854607007","11.0470166373416","4.99342969776612","13.7998619122921","4.77516203033477","31.692242588922","10.2238273680929","2362.21080818975","29932.6666666665"
180,"20230401","110","年齡","50 ~ 54歲","100","11.2428383640468","11.488380168159","8.18720702398376","8.39430541432081","4.40115082219303","10.9638135866465","4.62561075423499","40.6966938664155","12.1698806187323","2120.9548654546","26879.3333333332"
181,"20230401","110","年齡","55 ~ 64歲","100","10.9277845777234","10.7064871481029","8.22717258261937","8.04700122399024","3.91285189718484","10.846511627907","3.19314565483477","44.1390452876379","13.9213235414117","2687.02405411565","34041.6666666665"
182,"20230401","110","年齡","55 ~ 59歲","99.9999999999999","11.2738695030167","10.9550911239659","7.76419730049138","8.96155999253592","4.06170305405237","10.885115382223","2.72905392797164","43.369409715743","13.4207615434057","1692.48434606184","21436"
183,"20230401","110","年齡","60 ~ 64歲","100","10.3392654097364","10.2837348282519","9.01446439432002","6.49178940688051","3.65972975117011","10.7808657482085","3.98233598646112","45.4478144749716","14.7725317537968","994.539708053788","12605.6666666667"
184,"20230401","110","年齡","65歲及以上","100","9.97095296614904","10.7529884929058","4.92682381856776","5.46866271924925","3.61412132722601","6.84839682717015","1.63110267009273","56.7869511786392","20.8462276095781","470.82406163933","5967.33333333333"
185,"20230401","110","教育程度","小學及以下","99.9999999999998","13.3739046782525","9.72457494196623","7.25892465022898","6.21745404354099","3.82081686429512","8.86504799548276","2.46983290461551","48.2694439216177","16.4650054722518","1256.31892166871","15939"
186,"20230401","110","教育程度","國(初)中","99.9999999999996","14.4379537908325","16.2407175233869","10.6946530179243","9.96101015389275","4.86477549839493","12.3293333149635","3.55730680737913","27.9142498932256","9.48281220579654","3822.23671112902","48388.6666666668"
187,"20230401","110","教育程度","高級中等(高中、高職)","100.000000000001","17.8224962820128","21.9711442459864","13.5510578754274","11.4516989488305","5.56371840455879","9.22895350951187","3.24709192295201","17.1638388107211","6.90101560412208","8825.71624249278","111843.666666666"
188,"20230401","110","教育程度","專科","100","14.10462656776","18.3290136145619","12.6850776059821","11.7302708016802","6.28593559150357","9.50189173891024","3.70751035242947","23.6556737271725","8.61933223106028","1766.05403168086","22378"
189,"20230401","110","教育程度","大學及以上","99.9999999999995","20.5902108521697","26.0255436793021","16.6710472519128","11.5087709051262","5.84321398672193","7.17491190156335","2.89751377450693","9.28878764869649","5.1785514378054","5404.43787768096","68484.0000000003"
190,"20230401","110","婚姻狀況","未婚","100","24.3044428993219","28.7769010886397","16.172731272946","10.9945551222495","5.20907860307482","5.92453755487706","1.70568101279429","6.91207244609708","4.33070186635139","7832.5378507737","99236.9999999996"
191,"20230401","110","婚姻狀況","有配偶","100.000000000001","12.7750270359397","15.7385539773142","12.1618082800294","11.1674191467798","5.6799720669037","11.5415577550715","4.14753136411474","26.7881303738478","9.58061438263499","10848.4131222781","137471.333333332"
192,"20230401","110","婚姻狀況","離婚或分居","100","16.388604647714","20.3660037668135","10.5693227150717","10.3216621435245","6.13960937847579","10.0102326822975","4.07231095490206","22.1322537112011","8.12024761113829","1774.04517134516","22477"
193,"20230401","110","婚姻狀況","喪偶","100","12.0285423037717","14.4750254841998","7.64101257220524","6.91896024464833","3.01138294257561","9.49711179068978","3.19826707441387","43.2296975874958","14.1842613829426","619.767640255256","7847.99999999999"
194,"20230401","110","個人每月收入","未滿1萬元","100","26.5290519877676","21.1451794624175","10.8079832609046","8.01947529373894","4.30146467085144","7.09802028005795","2.61145984226622","19.4873652019958","7.83009415741188","654.034180594892","8284"
195,"20230401","110","個人每月收入","1萬元 ~ 未滿2萬元","99.9999999999998","32.4076823303276","18.1931834164179","9.02470659936551","8.315231829476","2.66599990623681","7.06505602350329","1.08609023143879","21.2420496632338","7.98323722606824","1684.13908723804","21330.3333333334"
196,"20230401","110","個人每月收入","2萬元 ~ 未滿3萬元","100","21.757559464844","25.5852578006754","13.3162951533252","9.73275344599647","5.11624138731049","7.69848313551614","2.51227227699073","14.2811373353416","6.14000216046089","7141.8761462926","90515.6666666666"
197,"20230401","110","個人每月收入","3萬元 ~ 未滿4萬元","100","13.9128649447707","21.1267605633804","15.7762903954339","12.7269740894346","6.00377776865276","10.0657003243954","3.36590974417938","17.0217221697533","7.22933416827497","6407.2792737784","81176.6666666663"
198,"20230401","110","個人每月收入","4萬元 ~ 未滿5萬元","99.9999999999999","11.7592832914179","15.9317301065934","12.9415660547913","11.3726472931005","6.48152291623781","12.107434688051","4.8794894972837","24.5263261525243","9.07773143714628","2939.59986770151","37244.3333333334"
199,"20230401","110","個人每月收入","5萬元 ~ 未滿6萬元","99.9999999999998","5.95328602804527","14.3816523061328","11.2075519513431","12.9265923297854","6.61429295489102","11.6151376921777","4.70941037337388","32.5920763642506","10.8017348792026","1245.61079506684","15784"
200,"20230401","110","個人每月收入","6萬元 ~ 未滿7萬元","100","7.20305204418632","12.2822002049881","12.555517594807","8.88850928140304","6.24644117982007","11.6729301901834","4.27058421592074","36.8807652886915","11.7220371635729","462.079788050126","5853.99999999999"
201,"20230401","110","個人每月收入","7萬元及以上","100","6.85725417620417","15.2437539570448","10.8021234110943","10.9628403058491","4.97735352846638","7.02284127989091","4.31987532265135","39.813958018799","12.5189532297602","540.144645929935","6844.33333333333"
